"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"United Kingdom","GBR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30749000000","32298000000","35954000000","41458000000","45536000000","47009000000","46410000000","51125000000","58627000000","69076000000","74930000000","80040000000","90243000000","88204000000","66017000000","66252000000","69526000000","70829000000","72758000000","82212000000","82824000000","79371000000","",
"Georgia","GEO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171000000","239000000","135000000","129000000","136000000","189000000","170000000","196000000","237000000","257000000","277000000","337000000","311000000","329000000","384000000","471000000","537000000","563000000","609000000","706000000","",
"Ghana","GHA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000000","59000000","61000000","145000000","151000000","162000000","165000000","184000000","216000000","270000000","472000000","575000000","816000000","870000000","948000000","882000000","1026000000","976000000","982000000","947000000","1405000000","1571000000","",
"Gibraltar","GIB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","37000000","39000000","34000000","29000000","13000000","26000000","38000000","36000000","29000000","38000000","41000000","96000000","30000000","28000000","17000000","49000000","41000000","61000000","29000000","38000000","16000000","",
"Gambia, The","GMB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16000000","15500000","17000000","","","","","","8000000","6000000","7000000","8000000","13000000","12000000","12000000","14000000","16000000","13000000","10400000","55400000","57400000","76200000","",
"Guinea-Bissau","GNB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5800000","4700000","3500000","","","","5500000","10200000","21300000","22300000","18900000","17800000","40700000","46100000","26000000","29500000","38600000","24500000","27200000","53000000","53000000","","",
"Equatorial Guinea","GNQ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","13000000","7000000","7000000","8000000","19000000","30000000","","","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1495000000","1396000000","1537000000","1756000000","4014000000","4564000000","4189000000","2453000000","2439000000","2880000000","3045000000","3004000000","3430000000","3946000000","4120000000","3401000000","3807000000","3006000000","3768000000","4001000000","3537000000","3415000000","",
"Grenada","GRD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","5000000","6000000","6000000","7000000","8000000","8000000","8000000","8000000","9000000","10000000","16000000","16000000","11000000","10000000","10000000","10000000","11000000","11000000","18000000","20000000","21000000","",
"Greenland","GRL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167000000","163000000","146000000","190000000","216000000","216000000","266000000","329000000","373000000","488000000","532000000","655000000","737000000","740000000","862000000","1002000000","935000000","920000000","952000000","1033000000","1004000000","989000000","",
"Guam","GUM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21000000","65000000","69000000","69000000","82000000","77000000","62000000","44000000","30000000","30000000","40000000","49000000","58000000","52000000","52000000","73000000","79000000","82000000","81000000","77000000","93000000","","",
"High income","HIC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400083668505.486","418186532890.063","408813174307.482","416522277230.996","438507406480.784","452514363613.84","438933561841.652","456459268518.388","504948813944.262","586294079898.313","631839397669.293","663332774245.984","755602389992.501","799331883582.143","698014308960.347","737398379094.808","804700378267.13","820179310231.707","845578439728.809","890254214843.468","827747576495.636","849985852333.552","",
"Hong Kong SAR, China","HKG","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10497000000","11461000000","12678000000","13474000000","13134000000","12502000000","12317000000","12418000000","11447000000","13270000000","13305000000","14044000000","15042000000","16095000000","15547000000","17357000000","19022000000","20077000000","21215000000","22011000000","23059000000","24194000000","",
"Honduras","HND","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99000000","110000000","115000000","142000000","166000000","198000000","205000000","221000000","274000000","300000000","321000000","425000000","309000000","385000000","361000000","406000000","446000000","549000000","506000000","509000000","507000000","523000000","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2422859751.16524","2710812732.51206","2734082944.90353","3019371854.34113","3091519466.12618","3101175374.74696","3110364202.67785","3451752218.67926","3895297564.85176","4519175332.53533","5711897926.18668","7262584685.7863","8235102310.44909","8970812623.78147","8751136041.53969","8722926036.93597","9893599681.59177","9699006737.46413","10295530671.6825","11056539002.6692","11118559307.4536","11184716489.5007","",
"Croatia","HRV","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422000000","510000000","530000000","600000000","806000000","634000000","677000000","852000000","709000000","881000000","786000000","770000000","1025000000","1167000000","1042000000","861000000","918000000","962000000","923000000","865000000","770000000","954000000","",
"Haiti","HTI","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000000","37000000","35000000","","","173000000","168000000","172000000","202000000","206000000","174000000","239000000","331000000","383000000","427000000","431000000","458000000","473000000","418000000","475000000","447000000","503000000","",
"Hungary","HUN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1501000000","1491000000","1511000000","1496000000","1590000000","1722000000","1887000000","2211000000","2700000000","2482000000","2721000000","2319000000","3088000000","3857000000","3251000000","2897000000","3048000000","2457000000","2526000000","2712000000","2456000000","2799000000","",
"IBRD only","IBD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63671616669.5224","67916949205.691","76157541829.928","72442947437.8721","71439475603.3571","82128745482.9752","86122396486.7425","93307967299.5116","98163805374.1865","119695619006.486","135342365815.189","150568770771.796","181463260209.894","211949036569.541","203345717254.137","244147502629.389","287911379484.127","337804801058.45","390951007621.747","499394827683.856","491950798035.654","497716614265.554","",
"IDA & IBRD total","IBT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68406624143.4021","73689736625.7365","82009009990.0899","78385506294.1374","76509623891.2865","87486888692.7477","91577228678.3142","99093888663.5761","106280113866.844","129395324929.038","146421076622.284","166907448238.173","202876008814.381","239719722275.193","224849246867.868","269231220892.966","315943068812.739","366171010313.086","420525843008.36","530090787479.731","524031666339.603","524995739938.42","",
"IDA total","IDA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11099756085.0165","16643029506.6347","21897461781.7487","28526753156.6512","21882291496.3408","25494748508.8632","28437621719.178","28469149382.6247","29407612412.6747","29878064432.8976","31484836560.247","25690700859.9988","",
"IDA blend","IDB","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3812273616.4677","7687390504.7311","11379475757.0743","16557120865.7517","10432731296.503","12603536976.2624","15152866846.4035","15108485930.284","15189314941.7674","15709129101.8244","16194135619.5612","10573434624.8443","",
"Indonesia","IDN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2172000000","2399000000","2411000000","2102000000","2353000000","3197000000","3406000000","5042000000","4427000000","4569000000","4740000000","5458000000","6578000000","8801000000","6908000000","8432000000","8653000000","9055000000","10280000000","10263000000","9800000000","10043000000","",
"IDA only","IDX","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3451060697.35164","3738303844.63021","3907161013.82741","4188724999.64506","4404385983.82278","4699609193.91527","4580213956.56986","4969589062.60001","5397247504.37375","6089981340.30755","7271206277.24307","8967970972.76153","10560688375.5948","12061524396.8691","11465137901.8661","12912579153.7162","13316442488.0498","13396374486.0401","14279945813.8801","14212590280.5652","15359007250.3213","15564093292.313","",
"Isle of Man","IMN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","996000000","913000000","1342000000","1713000000","2010000000","3686000000","4367000000","4350000000","4385000000","5783000000","8277000000","8738000000","10690000000","12083000000","9310000000","10490000000","13699000000","14107000000","13884000000","17492000000","17686000000","19185000000","",
"Not classified","INX","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2034000000","2198000000","2210000000","3015000000","2712000000","2626000000","2956000000","3835000000","4832000000","5291000000","6186000000","6978000000","8785000000","10539000000","7934000000","7178000000","6837000000","6001000000","6222000000","6173000000","5774000000","6216000000","",
"Iran, Islamic Rep.","IRN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247000000","274000000","396000000","155000000","638000000","671000000","714000000","3990000000","4120000000","4402000000","4112000000","5066000000","7335000000","8270000000","8503000000","10570000000","10555000000","8435000000","9464000000","10130000000","8485000000","","",
"Iraq","IRQ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117000000","70000000","131000000","14000000","14000000","9000000","31000000","26000000","","","627000000","526000000","705000000","813000000","1221000000","1675000000","1879000000","2363000000","3416000000","4394000000","4966000000","5027000000","",
"Iceland","ISL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282000000","312000000","327000000","399000000","440000000","471000000","372000000","373000000","524000000","699000000","991000000","1084000000","1336000000","1103000000","534000000","599000000","740000000","780000000","850000000","972000000","998000000","1268000000","",
"Israel","ISR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2626000000","2849000000","2952000000","3233000000","3411000000","3733000000","3887000000","3322000000","3341000000","3663000000","4146000000","4286000000","4921000000","4967000000","4500000000","4683000000","4874000000","5008000000","5757000000","6534000000","7506000000","8607000000","",
"Italy","ITA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17219000000","18619000000","19666000000","20521000000","19590000000","18169000000","16997000000","19636000000","23731000000","24064000000","26774000000","27437000000","32754000000","30926000000","27947000000","26908000000","28727000000","26249000000","26950000000","28857000000","24417000000","24982000000","",
"Jamaica","JAM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173000000","181000000","205000000","223000000","256000000","238000000","227000000","274000000","269000000","318000000","290000000","315000000","340000000","312000000","259000000","235000000","213000000","418000000","392000000","457000000","413000000","424000000","",
"Jordan","JOR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","719000000","630000000","635000000","642000000","536000000","387000000","420000000","504000000","503000000","585000000","653000000","956000000","1024000000","1140000000","1202000000","1736000000","1280000000","1257000000","1206000000","1251000000","1267000000","1367000000","",
"Japan","JPN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46966000000","46800000000","41381000000","35334000000","41213000000","42643000000","35526000000","34977000000","36505000000","48175000000","48096000000","37655000000","37258000000","38971000000","34787000000","39306000000","39760000000","40967000000","32244000000","28609000000","23252000000","25783000000","",
"Kazakhstan","KAZ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296000000","364000000","494000000","549000000","455000000","483000000","761000000","863000000","783000000","997000000","940000000","1060000000","1396000000","1361000000","1319000000","1489000000","1831000000","2023000000","2147000000","2163000000","2155000000","1769000000","",
"Kenya","KEN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230000000","205000000","152000000","155000000","182000000","156000000","183000000","126000000","127000000","108000000","124000000","178000000","265000000","266000000","227000000","212000000","197000000","174000000","233000000","206000000","217000000","145000000","",
"Kyrgyz Republic","KGZ","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000000","7000000","11000000","25000000","27000000","28000000","21000000","27000000","35000000","73000000","94000000","142000000","215000000","450000000","273000000","275000000","392000000","529000000","505000000","568000000","535000000","582000000","",
"Cambodia","KHM","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","31000000","28000000","35000000","41000000","52000000","59000000","64000000","60000000","80000000","137000000","176000000","194000000","180000000","163000000","131000000","344000000","406000000","469000000","526000000","622000000","740000000","",
"Kiribati","KIR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9300000","3100000","5500000","6600000","11700000","10100000","12300000","7900000","7500000","5800000","5400000","8800000","",
"St. Kitts and Nevis","KNA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","5000000","6000000","6000000","7000000","9000000","8000000","8000000","8000000","10000000","11000000","14000000","12000000","15000000","11000000","13000000","14000000","15000000","16000000","39000000","37000000","36000000","",
"Korea, Rep.","KOR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6947000000","8291000000","8039000000","4027000000","5555000000","7945000000","8349000000","11440000000","11063000000","13507000000","16924000000","20947000000","24431000000","21447000000","16355000000","20788000000","22195000000","22934000000","24459000000","26136000000","27957000000","29143000000","",
"Kuwait","KWT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2514000000","2779000000","2684000000","2823000000","2574000000","2852000000","3207000000","3412000000","3750000000","4147000000","4997000000","6074000000","7267000000","8341000000","6799000000","7106000000","8879000000","10073000000","10567000000","12280000000","13148000000","13230000000","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17484292208.957","20391029006.7232","22059163322.0435","22809252540.9067","20918700694.9982","23786207981.2788","22976732354.6397","20196315446.5974","20625398391.5452","23474793172.5342","28060807343.0047","31411306083.3417","37577725048.679","42951912855.6139","40833886403.9567","48930671431.3168","58544056721.0681","63854947185.7695","70302755297.5099","71088798734.9568","62524384304.2375","62092621149.9715","",
"Lao PDR","LAO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34000000","28000000","27000000","29000000","17000000","8000000","4100000","4300000","5000000","8000000","10000000","15000000","14000000","51000000","91000000","215000000","248000000","241000000","404000000","417000000","585000000","540100000","",
"Lebanon","LBN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2683000000","3319000000","3719000000","3565000000","3783000000","3914000000","4297000000","4928000000","4868000000","4440000000","4511000000","4692000000","5198000000","5187000000","5252000000","",
"Liberia","LBR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","33000000","41000000","48000000","58000000","51000000","134000000","132000000","153000000","170000000","227000000","152000000","","",
"Libya","LBY","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98000000","85000000","286000000","423000000","574000000","495000000","572000000","654000000","689000000","789000000","920000000","915000000","1010000000","1339000000","1683000000","2184000000","","2654000000","2598000000","","","","",
"St. Lucia","LCA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25000000","29000000","29000000","31000000","33000000","33000000","32000000","34000000","36000000","37000000","39000000","39000000","42000000","45000000","47000000","48000000","48000000","45000000","46000000","45000000","46000000","44000000","",
"Latin America & Caribbean","LCN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20753812585.3926","23824138912.0666","25943542480.8785","26589957574.4293","24588729127.7548","27723506128.1584","27010861710.0317","24009768621.6275","24811926582.869","28083672379.1003","32947518494.3439","36452378723.4741","42869164730.4384","48223275687.579","45822604894.657","54071079106.1234","64223694336.1114","70157326472.8021","77087868797.3602","78183282766.1595","69344096430.2791","69336969386.8333","",
"Least developed countries: UN classification","LDC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2369661030.60309","2517394029.25611","2672611290.7083","2711586872.03113","2852534523.84785","3109424775.57132","2927751023.04037","2941627681.05035","3217022943.03678","3822187296.02572","4857005332.64518","6468938962.88811","7619706072.23622","8401966711.38432","7746561932.31046","8557027184.7757","9466179823.51528","9362728364.94364","10133282763.2173","10216532199.3103","10749446489.2257","10932281084.6901","",
"Low income","LIC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018353587.47359","2063582434.41278","2126709586.36876","2193352768.68096","2590914861.15457","3073369573.29349","3475900674.11957","4367788038.32261","5184909290.32907","5167457317.89298","5388081275.09567","6181383798.30806","6209925656.09954","6779299192.3263","7229016588.71403","8092798400.70198","6655293024.53429","",
"Liechtenstein","LIE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279000000","267000000","280000000","326000000","341000000","383000000","402000000","438000000","462000000","499000000","552000000","666000000","709000000","777000000","735000000","828000000","926000000","1219000000","1808000000","1922000000","2152000000","2295000000","",
"Lower middle income","LMC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11134195115.8215","13001123973.5654","14488623573.1224","14818677195.7971","14177006696.5926","17100168483.1596","18566765361.5573","20926882819.0526","23060824345.8969","28260434105.9149","34759127710.9462","42223189618.239","52520227421.8675","64617280521.2296","51570937774.3084","61258836497.4231","67981069291.023","71748565366.1636","76575701938.7564","84089495105.5797","85655997053.6112","87140884086.5874","",
"Low & middle income","LMY","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61363579581.5453","66133952648.2348","74827044603.9491","72735830214.0328","71713479638.8445","83072883851.6069","87139281490.6464","94912570514.7487","102144610118.663","123345446439.868","139397327666.226","158152724673.467","193494386184.583","228140338587.431","215930289300.052","258993891257.002","305495299475.55","355116386534.895","409210392389.948","518277999444.271","513648850521.967","514198040831.987","",
"Lesotho","LSO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17000000","16000000","17000000","16000000","17000000","195000000","166000000","164000000","242000000","278000000","271000000","263000000","276000000","248000000","247000000","278000000","300000000","252000000","212000000","177000000","180000000","170000000","",
"Late-demographic dividend","LTE","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51064042615.9943","53835089792.3855","59790593822.9144","56009309209.028","52484983596.4367","59437948493.1915","63138884457.9886","67916649161.2989","73428524829.1039","89965138562.8568","101922336798.17","119263993020.354","145479464110.34","171695488425.862","161228650425.649","191047538153.65","238326754132.096","290649466556.249","338881732757.116","442121436697.331","434359917996.256","438928237215.7","",
"Lithuania","LTU","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107000000","270000000","289000000","304000000","350000000","261000000","227000000","334000000","476000000","643000000","743000000","909000000","1144000000","1530000000","1119000000","849000000","859000000","925000000","1069000000","1058000000","1131000000","1220000000","",
"Luxembourg","LUX","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1193000000","1189000000","1115000000","1335000000","1316000000","1309000000","1464000000","1936000000","2445000000","2920000000","3015000000","3058000000","3491000000","3839000000","3670000000","3626000000","3873000000","3094000000","3259000000","3326000000","2836000000","2868000000","",
"Latvia","LVA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62000000","407000000","379000000","355000000","321000000","281000000","255000000","267000000","365000000","428000000","655000000","788000000","1021000000","1139000000","798000000","648000000","765000000","680000000","900000000","887000000","801000000","880000000","",
"Macao SAR, China","MAC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512000000","471000000","529000000","475000000","506000000","608000000","695000000","714000000","883000000","1064000000","1155000000","1236000000","1344000000","1343000000","1314000000","",
"St. Martin (French part)","MAF","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356000000","353000000","363000000","496000000","578000000","506000000","589000000","669000000","845000000","912000000","999000000","1113000000","1418000000","1910000000","1713000000","1879000000","2260000000","2095000000","2002000000","2273000000","2155000000","2309000000","",
"Monaco","MCO","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73000000","77000000","75000000","73000000","69000000","86000000","90000000","109000000","118000000","135000000","170000000","224000000","290000000","359000000","307000000","298000000","349000000","396000000","425000000","449000000","366000000","330000000","",
"Madagascar","MDG","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79000000","89000000","101000000","140000000","133000000","139000000","179000000","192000000","67000000","108000000","164000000","167000000","188000000","264000000","225000000","216000000","288000000","235000000","256000000","317000000","240000000","300000000","",
"Maldives","MDV","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41000000","48000000","51000000","55000000","58000000","60000000","59000000","60000000","60000000","75000000","94000000","106000000","152000000","211000000","212000000","252000000","231000000","207000000","252000000","271000000","309000000","347000000","",
"Middle East & North Africa","MEA","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30501217515.2171","29278350411.9445","32219644008.045","41185906756.6497","52120505526.3698","69209148510.8014","70959049815.6146","72353771600.7395","79686376962.1804","84007943086.1918","88839343994.5419","95473403737.5451","108698782107.125","104288886896.656","108785783117.754","",
"Mexico","MEX","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3587000000","3963000000","4554000000","4834000000","5192000000","6365000000","6685000000","7087000000","7252000000","8034000000","8951000000","9387000000","9918000000","10246000000","8737000000","9001000000","9704000000","10735000000","11970000000","12556000000","12668000000","12823000000","",
"Marshall Islands","MHL","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100000","200000","300000","300000","300000","400000","25500000","23100000","24300000","24500000","24550000","21990000","23800000","25500000","24700000","23800000","","","",
"Middle income","MIC","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59617771803.3663","64256624267.6191","72934582126.2699","70770911493.9802","69789337308.5517","81136245470.7489","85150226478.7329","92842139073.1522","99986336410.5594","120782805931.058","136380682623.752","154739388959.04","189221948672.309","223073586087.175","210915278451.195","253688565812.475","299391350086.464","348885907425.696","402359830036.244","510780926409.754","505442792898.034","507063439633.057","",
"Macedonia, FYR","MKD","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27000000","30000000","33000000","39000000","42000000","58000000","60000000","60000000","71000000","85000000","97000000","110000000","147000000","190000000","150000000","131000000","159000000","153000000","168000000","186000000","189000000","204000000","",
"Mali","MLI","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74000000","69000000","65000000","67000000","65000000","66000000","65000000","62000000","94000000","125000000","133000000","196000000","201000000","228000000","191000000","167000000","171000000","164000000","189000000","231000000","150000000","","",
"Malta","MLT","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237000000","244000000","216000000","221000000","231000000","224000000","204000000","180000000","238000000","291000000","311000000","362000000","284000000","307000000","291000000","309000000","333000000","339000000","384000000","397000000","368000000","408000000","",
